22/05/2020,Front Squat,1,105,,Clean and Jerk
22/05/2020,Front Squat,1,107,,Clean and Jerk
22/05/2020,Front Squat,1,108,,Clean and Jerk
22/05/2020,Clean Pull,3,60,,Clean and Jerk
22/05/2020,Clean Pull,3,90,,Clean and Jerk
22/05/2020,Clean Pull,3,100,,Clean and Jerk
22/05/2020,Clean Pull,3,110,,Clean and Jerk
22/05/2020,Clean Pull,3,115,,Clean and Jerk
22/05/2020,Clean Pull,3,115,,Clean and Jerk
22/05/2020,Clean Pull,3,115,,Clean and Jerk
22/05/2020,Clean Pull,1,120,,Clean and Jerk
22/05/2020,Clean Pull,1,130,,Clean and Jerk
24/05/2020,Snatch Balance,3,20,,Snatch
24/05/2020,Snatch Balance,3,40,,Snatch
24/05/2020,Snatch Balance,3,50,,Snatch
24/05/2020,Snatch Balance,3,60,,Snatch
24/05/2020,Snatch Balance,3,80,,Snatch
24/05/2020,Snatch Balance,1,85,,Snatch
24/05/2020,Snatch Balance,1,90,,Snatch
24/05/2020,Snatch Pull,3,60,,Snatch
24/05/2020,Snatch Pull,3,80,,Snatch
24/05/2020,Snatch Pull,3,90,,Snatch
24/05/2020,Snatch Pull,3,90,,Snatch
24/05/2020,Snatch Pull,3,90,,Snatch
24/05/2020,Snatch Pull,3,90,,Snatch
24/05/2020,Snatch Pull,3,90,,Snatch
24/05/2020,Seated Press,5,50,,Clean and Jerk
24/05/2020,Seated Press,5,50,,Clean and Jerk
24/05/2020,Seated Press,5,50,,Clean and Jerk
24/05/2020,Seated Press,5,50,,Clean and Jerk
24/05/2020,Seated Press,5,50,,Clean and Jerk
6/06/2020,Front Squat,3,20,,Clean and Jerk
6/06/2020,Front Squat,3,50,,Clean and Jerk
6/06/2020,Front Squat,3,60,,Clean and Jerk
6/06/2020,Front Squat,3,70,,Clean and Jerk
6/06/2020,Front Squat,3,80,,Clean and Jerk
6/06/2020,Front Squat,3,90,,Clean and Jerk
6/06/2020,Front Squat,1,95,,Clean and Jerk
6/06/2020,Front Squat,1,100,,Clean and Jerk
6/06/2020,Clean Pull,3,90,,Clean and Jerk
6/06/2020,Clean Pull,3,90,,Clean and Jerk
6/06/2020,Clean Pull,3,90,,Clean and Jerk
